duplicate_1,Location,duplicate_2,Location.1,E.value,duplication_status
Glyma.01G170700,glyma.Wm82.gnm4.Gm01:51907143,Glyma.02G051900,glyma.Wm82.gnm4.Gm02:4718837,1.31e-68,WGD
Glyma.01G170800,glyma.Wm82.gnm4.Gm01:51935363,Glyma.02G052000,glyma.Wm82.gnm4.Gm02:4756703,0.0,WGD
Glyma.01G171100,glyma.Wm82.gnm4.Gm01:51947052,Glyma.02G052700,glyma.Wm82.gnm4.Gm02:4793243,1.15e-187,WGD
Glyma.01G171200,glyma.Wm82.gnm4.Gm01:51957464,Glyma.02G053200,glyma.Wm82.gnm4.Gm02:4837370,7.74e-237,WGD
Glyma.01G171400,glyma.Wm82.gnm4.Gm01:51976193,Glyma.02G053466,glyma.Wm82.gnm4.Gm02:4856977,7.17e-115,WGD
Glyma.01G171600,glyma.Wm82.gnm4.Gm01:51991131,Glyma.02G054200,glyma.Wm82.gnm4.Gm02:4889155,1.14e-212,WGD
Glyma.01G171700,glyma.Wm82.gnm4.Gm01:52005392,Glyma.02G054400,glyma.Wm82.gnm4.Gm02:4908702,1.22e-20,WGD
Glyma.01G172000,glyma.Wm82.gnm4.Gm01:52034363,Glyma.02G054800,glyma.Wm82.gnm4.Gm02:4930444,5.44e-138,WGD
Glyma.01G172100,glyma.Wm82.gnm4.Gm01:52045370,Glyma.02G054900,glyma.Wm82.gnm4.Gm02:4943642,1.55e-45,WGD
Glyma.01G172200,glyma.Wm82.gnm4.Gm01:52049893,Glyma.02G055100,glyma.Wm82.gnm4.Gm02:4951640,0.0,WGD
Glyma.01G173700,glyma.Wm82.gnm4.Gm01:52175615,Glyma.02G055300,glyma.Wm82.gnm4.Gm02:4972109,1.16e-252,WGD
Glyma.01G173800,glyma.Wm82.gnm4.Gm01:52180089,Glyma.02G055500,glyma.Wm82.gnm4.Gm02:4979320,1.70e-266,WGD
Glyma.01G173900,glyma.Wm82.gnm4.Gm01:52204259,Glyma.02G055800,glyma.Wm82.gnm4.Gm02:4997271,1.12e-36,WGD
Glyma.01G174200,glyma.Wm82.gnm4.Gm01:52220078,Glyma.02G056100,glyma.Wm82.gnm4.Gm02:5015528,1.12e-76,WGD
Glyma.01G175600,glyma.Wm82.gnm4.Gm01:52342227,Glyma.02G057400,glyma.Wm82.gnm4.Gm02:5117437,0.0,WGD
Glyma.01G176600,glyma.Wm82.gnm4.Gm01:52443189,Glyma.02G058400,glyma.Wm82.gnm4.Gm02:5205952,7.35e-225,WGD
Glyma.01G177200,glyma.Wm82.gnm4.Gm01:52479727,Glyma.02G058700,glyma.Wm82.gnm4.Gm02:5239935,1.13e-208,WGD
Glyma.01G177400,glyma.Wm82.gnm4.Gm01:52490549,Glyma.02G058800,glyma.Wm82.gnm4.Gm02:5248022,4.94e-124,WGD
Glyma.01G177500,glyma.Wm82.gnm4.Gm01:52500653,Glyma.02G058900,glyma.Wm82.gnm4.Gm02:5255993,4.55e-82,WGD
Glyma.01G178200,glyma.Wm82.gnm4.Gm01:52562233,Glyma.02G058950,glyma.Wm82.gnm4.Gm02:5269761,2.80e-28,WGD
Glyma.01G178400,glyma.Wm82.gnm4.Gm01:52573941,Glyma.02G059100,glyma.Wm82.gnm4.Gm02:5284460,1.92e-189,WGD
Glyma.01G178500,glyma.Wm82.gnm4.Gm01:52577929,Glyma.02G059200,glyma.Wm82.gnm4.Gm02:5303385,2.24e-130,WGD
Glyma.01G178700,glyma.Wm82.gnm4.Gm01:52593206,Glyma.02G059400,glyma.Wm82.gnm4.Gm02:5323531,5.11e-189,WGD
Glyma.01G178800,glyma.Wm82.gnm4.Gm01:52600410,Glyma.02G059500,glyma.Wm82.gnm4.Gm02:5330162,5.68e-173,WGD
Glyma.01G179000,glyma.Wm82.gnm4.Gm01:52619191,Glyma.02G059700,glyma.Wm82.gnm4.Gm02:5350826,6.33e-267,WGD
Glyma.01G179800,glyma.Wm82.gnm4.Gm01:52680021,Glyma.02G059900,glyma.Wm82.gnm4.Gm02:5362479,3.23e-277,WGD
Glyma.01G179900,glyma.Wm82.gnm4.Gm01:52712604,Glyma.02G060002,glyma.Wm82.gnm4.Gm02:5407143,2.33e-228,WGD
Glyma.01G180000,glyma.Wm82.gnm4.Gm01:52731167,Glyma.02G060102,glyma.Wm82.gnm4.Gm02:5431145,9.62e-132,WGD
Glyma.01G180100,glyma.Wm82.gnm4.Gm01:52745015,Glyma.02G060500,glyma.Wm82.gnm4.Gm02:5448412,0.0,WGD
Glyma.01G180200,glyma.Wm82.gnm4.Gm01:52765798,Glyma.02G060732,glyma.Wm82.gnm4.Gm02:5483864,1.17e-197,WGD
Glyma.01G180366,glyma.Wm82.gnm4.Gm01:52777381,Glyma.02G060800,glyma.Wm82.gnm4.Gm02:5488190,2.11e-76,WGD
Glyma.01G180500,glyma.Wm82.gnm4.Gm01:52797496,Glyma.02G060900,glyma.Wm82.gnm4.Gm02:5504086,3.63e-54,WGD
Glyma.01G180700,glyma.Wm82.gnm4.Gm01:52806551,Glyma.02G061000,glyma.Wm82.gnm4.Gm02:5514853,2.42e-83,WGD
Glyma.01G180800,glyma.Wm82.gnm4.Gm01:52810932,Glyma.02G061100,glyma.Wm82.gnm4.Gm02:5524154,6.74e-203,WGD
Glyma.01G181102,glyma.Wm82.gnm4.Gm01:52821737,Glyma.02G061400,glyma.Wm82.gnm4.Gm02:5539160,1.33e-93,WGD
Glyma.01G182000,glyma.Wm82.gnm4.Gm01:52882622,Glyma.02G062251,glyma.Wm82.gnm4.Gm02:5583292,7.39e-119,WGD
Glyma.01G083700,glyma.Wm82.gnm4.Gm01:24558870,Glyma.02G097700,glyma.Wm82.gnm4.Gm02:8745355,0.0,WGD
Glyma.01G084200,glyma.Wm82.gnm4.Gm01:24746730,Glyma.02G097900,glyma.Wm82.gnm4.Gm02:8791366,5.57e-287,WGD
Glyma.01G084600,glyma.Wm82.gnm4.Gm01:25058316,Glyma.02G098000,glyma.Wm82.gnm4.Gm02:8879666,0.0,WGD
Glyma.01G084700,glyma.Wm82.gnm4.Gm01:25112336,Glyma.02G098100,glyma.Wm82.gnm4.Gm02:8894687,1.22e-111,WGD
Glyma.01G084800,glyma.Wm82.gnm4.Gm01:25188659,Glyma.02G098200,glyma.Wm82.gnm4.Gm02:8917068,1.12e-202,WGD
Glyma.01G086201,glyma.Wm82.gnm4.Gm01:25608664,Glyma.02G098300,glyma.Wm82.gnm4.Gm02:8931714,0.0,WGD
Glyma.01G086700,glyma.Wm82.gnm4.Gm01:25906608,Glyma.02G098800,glyma.Wm82.gnm4.Gm02:9126215,1.50e-191,WGD
Glyma.01G086800,glyma.Wm82.gnm4.Gm01:26178280,Glyma.02G099100,glyma.Wm82.gnm4.Gm02:9177470,2.70e-166,WGD
Glyma.01G086900,glyma.Wm82.gnm4.Gm01:26267088,Glyma.02G099200,glyma.Wm82.gnm4.Gm02:9214261,2.54e-160,WGD
Glyma.01G087000,glyma.Wm82.gnm4.Gm01:26270230,Glyma.02G099300,glyma.Wm82.gnm4.Gm02:9217168,6.54e-113,WGD
Glyma.01G087500,glyma.Wm82.gnm4.Gm01:26491094,Glyma.02G099500,glyma.Wm82.gnm4.Gm02:9264199,9.83e-229,WGD
Glyma.01G087700,glyma.Wm82.gnm4.Gm01:26633241,Glyma.02G099800,glyma.Wm82.gnm4.Gm02:9326168,0.0,WGD
Glyma.01G087800,glyma.Wm82.gnm4.Gm01:26678821,Glyma.02G099900,glyma.Wm82.gnm4.Gm02:9353976,1.32e-241,WGD
Glyma.01G087900,glyma.Wm82.gnm4.Gm01:26716072,Glyma.02G100000,glyma.Wm82.gnm4.Gm02:9370298,0.0,WGD
Glyma.01G088000,glyma.Wm82.gnm4.Gm01:26733312,Glyma.02G100100,glyma.Wm82.gnm4.Gm02:9381916,3.24e-28,WGD
Glyma.01G088200,glyma.Wm82.gnm4.Gm01:26764206,Glyma.02G100200,glyma.Wm82.gnm4.Gm02:9393260,2.34e-297,WGD
Glyma.01G088300,glyma.Wm82.gnm4.Gm01:26864508,Glyma.02G100700,glyma.Wm82.gnm4.Gm02:9426892,3.11e-140,WGD
Glyma.01G089100,glyma.Wm82.gnm4.Gm01:27065312,Glyma.02G100900,glyma.Wm82.gnm4.Gm02:9471386,6.01e-205,WGD
Glyma.01G089202,glyma.Wm82.gnm4.Gm01:27070812,Glyma.02G101000,glyma.Wm82.gnm4.Gm02:9478887,2.28e-86,WGD
Glyma.01G089300,glyma.Wm82.gnm4.Gm01:27072777,Glyma.02G101100,glyma.Wm82.gnm4.Gm02:9483066,0.0,WGD
Glyma.01G089500,glyma.Wm82.gnm4.Gm01:27120964,Glyma.02G101200,glyma.Wm82.gnm4.Gm02:9498631,0.0,WGD
Glyma.01G089700,glyma.Wm82.gnm4.Gm01:27168268,Glyma.02G101300,glyma.Wm82.gnm4.Gm02:9518057,1.86e-122,WGD
Glyma.01G089800,glyma.Wm82.gnm4.Gm01:27228479,Glyma.02G101400,glyma.Wm82.gnm4.Gm02:9548548,1.88e-236,WGD
Glyma.01G089900,glyma.Wm82.gnm4.Gm01:27237363,Glyma.02G101500,glyma.Wm82.gnm4.Gm02:9555631,3.97e-301,WGD
Glyma.01G090002,glyma.Wm82.gnm4.Gm01:27296026,Glyma.02G101800,glyma.Wm82.gnm4.Gm02:9598726,7.95e-133,WGD
Glyma.01G090200,glyma.Wm82.gnm4.Gm01:27306918,Glyma.02G101900,glyma.Wm82.gnm4.Gm02:9610740,6.25e-186,WGD
Glyma.01G023500,glyma.Wm82.gnm4.Gm01:2376368,Glyma.02G041500,glyma.Wm82.gnm4.Gm02:3883597,4.01e-150,WGD
Glyma.01G023600,glyma.Wm82.gnm4.Gm01:2389896,Glyma.02G041400,glyma.Wm82.gnm4.Gm02:3854147,0.0,WGD
Glyma.01G023700,glyma.Wm82.gnm4.Gm01:2414010,Glyma.02G041300,glyma.Wm82.gnm4.Gm02:3848520,1.70e-34,WGD
Glyma.01G023767,glyma.Wm82.gnm4.Gm01:2435453,Glyma.02G041200,glyma.Wm82.gnm4.Gm02:3845604,8.82e-169,WGD
Glyma.01G023833,glyma.Wm82.gnm4.Gm01:2440747,Glyma.02G041000,glyma.Wm82.gnm4.Gm02:3838726,7.57e-112,WGD
Glyma.01G023900,glyma.Wm82.gnm4.Gm01:2442840,Glyma.02G040900,glyma.Wm82.gnm4.Gm02:3831081,0.0,WGD
Glyma.01G024300,glyma.Wm82.gnm4.Gm01:2493036,Glyma.02G040802,glyma.Wm82.gnm4.Gm02:3816016,6.39e-82,WGD
Glyma.01G024600,glyma.Wm82.gnm4.Gm01:2514066,Glyma.02G040600,glyma.Wm82.gnm4.Gm02:3800788,7.42e-105,WGD
Glyma.01G024700,glyma.Wm82.gnm4.Gm01:2538332,Glyma.02G040500,glyma.Wm82.gnm4.Gm02:3782278,8.65e-117,WGD
Glyma.01G024800,glyma.Wm82.gnm4.Gm01:2546749,Glyma.02G040301,glyma.Wm82.gnm4.Gm02:3770236,7.70e-82,WGD
Glyma.01G024900,glyma.Wm82.gnm4.Gm01:2559384,Glyma.02G040200,glyma.Wm82.gnm4.Gm02:3764249,1.23e-130,WGD
Glyma.01G025000,glyma.Wm82.gnm4.Gm01:2567901,Glyma.02G040100,glyma.Wm82.gnm4.Gm02:3757274,3.16e-147,WGD
Glyma.01G025100,glyma.Wm82.gnm4.Gm01:2601201,Glyma.02G039700,glyma.Wm82.gnm4.Gm02:3704999,3.58e-14,WGD
Glyma.01G025200,glyma.Wm82.gnm4.Gm01:2616005,Glyma.02G039500,glyma.Wm82.gnm4.Gm02:3688053,1.76e-220,WGD
Glyma.01G025300,glyma.Wm82.gnm4.Gm01:2649013,Glyma.02G039400,glyma.Wm82.gnm4.Gm02:3665632,0.0,WGD
Glyma.01G025400,glyma.Wm82.gnm4.Gm01:2683296,Glyma.02G039300,glyma.Wm82.gnm4.Gm02:3643202,1.21e-217,WGD
Glyma.01G025600,glyma.Wm82.gnm4.Gm01:2702582,Glyma.02G039100,glyma.Wm82.gnm4.Gm02:3631630,1.95e-38,WGD
Glyma.01G025800,glyma.Wm82.gnm4.Gm01:2714442,Glyma.02G039000,glyma.Wm82.gnm4.Gm02:3623232,6.10e-115,WGD
Glyma.01G025900,glyma.Wm82.gnm4.Gm01:2730589,Glyma.02G038900,glyma.Wm82.gnm4.Gm02:3608488,3.69e-139,WGD
Glyma.01G026000,glyma.Wm82.gnm4.Gm01:2732409,Glyma.02G038800,glyma.Wm82.gnm4.Gm02:3600128,0.0,WGD
Glyma.01G026100,glyma.Wm82.gnm4.Gm01:2743369,Glyma.02G038700,glyma.Wm82.gnm4.Gm02:3597472,1.88e-89,WGD
Glyma.01G026400,glyma.Wm82.gnm4.Gm01:2764980,Glyma.02G038400,glyma.Wm82.gnm4.Gm02:3557309,0.0,WGD
Glyma.01G026500,glyma.Wm82.gnm4.Gm01:2768610,Glyma.02G038300,glyma.Wm82.gnm4.Gm02:3552873,1.16e-164,WGD
Glyma.01G026600,glyma.Wm82.gnm4.Gm01:2781405,Glyma.02G038200,glyma.Wm82.gnm4.Gm02:3542917,6.70e-63,WGD
Glyma.01G026700,glyma.Wm82.gnm4.Gm01:2800629,Glyma.02G038100,glyma.Wm82.gnm4.Gm02:3527764,0.0,WGD
Glyma.01G026800,glyma.Wm82.gnm4.Gm01:2822949,Glyma.02G038000,glyma.Wm82.gnm4.Gm02:3518811,7.96e-282,WGD
Glyma.01G027000,glyma.Wm82.gnm4.Gm01:2840469,Glyma.02G037800,glyma.Wm82.gnm4.Gm02:3508923,1.81e-234,WGD
Glyma.01G027300,glyma.Wm82.gnm4.Gm01:2856084,Glyma.02G037700,glyma.Wm82.gnm4.Gm02:3501675,8.30e-301,WGD
Glyma.01G027400,glyma.Wm82.gnm4.Gm01:2863271,Glyma.02G037600,glyma.Wm82.gnm4.Gm02:3492416,1.66e-277,WGD
Glyma.01G027433,glyma.Wm82.gnm4.Gm01:2872025,Glyma.02G037500,glyma.Wm82.gnm4.Gm02:3475134,6.71e-50,WGD
Glyma.01G027800,glyma.Wm82.gnm4.Gm01:2899466,Glyma.02G037400,glyma.Wm82.gnm4.Gm02:3455947,0.0,WGD
Glyma.01G027900,glyma.Wm82.gnm4.Gm01:2916032,Glyma.02G037300,glyma.Wm82.gnm4.Gm02:3443107,0.0,WGD
Glyma.01G027967,glyma.Wm82.gnm4.Gm01:2927414,Glyma.02G037200,glyma.Wm82.gnm4.Gm02:3434547,4.73e-83,WGD
Glyma.01G028100,glyma.Wm82.gnm4.Gm01:2934605,Glyma.02G037100,glyma.Wm82.gnm4.Gm02:3427137,0.0,WGD
Glyma.01G028200,glyma.Wm82.gnm4.Gm01:2938672,Glyma.02G037000,glyma.Wm82.gnm4.Gm02:3423438,1.58e-171,WGD
Glyma.01G028300,glyma.Wm82.gnm4.Gm01:2952373,Glyma.02G036900,glyma.Wm82.gnm4.Gm02:3412419,4.12e-213,WGD
Glyma.01G028600,glyma.Wm82.gnm4.Gm01:3005353,Glyma.02G036700,glyma.Wm82.gnm4.Gm02:3383176,0.0,WGD
Glyma.01G028700,glyma.Wm82.gnm4.Gm01:3017184,Glyma.02G036500,glyma.Wm82.gnm4.Gm02:3366265,0.0,WGD
Glyma.01G028800,glyma.Wm82.gnm4.Gm01:3040098,Glyma.02G036400,glyma.Wm82.gnm4.Gm02:3344354,2.41e-247,WGD
Glyma.01G028900,glyma.Wm82.gnm4.Gm01:3063197,Glyma.02G036300,glyma.Wm82.gnm4.Gm02:3322973,6.39e-307,WGD
Glyma.01G029000,glyma.Wm82.gnm4.Gm01:3082554,Glyma.02G036200,glyma.Wm82.gnm4.Gm02:3315191,1.52e-179,WGD
Glyma.01G029100,glyma.Wm82.gnm4.Gm01:3087251,Glyma.02G036100,glyma.Wm82.gnm4.Gm02:3309302,2.24e-250,WGD
Glyma.01G029200,glyma.Wm82.gnm4.Gm01:3101551,Glyma.02G036000,glyma.Wm82.gnm4.Gm02:3304054,2.17e-96,WGD
Glyma.01G029400,glyma.Wm82.gnm4.Gm01:3126111,Glyma.02G035900,glyma.Wm82.gnm4.Gm02:3299705,7.33e-51,WGD
Glyma.01G029500,glyma.Wm82.gnm4.Gm01:3135917,Glyma.02G035800,glyma.Wm82.gnm4.Gm02:3284284,1.64e-229,WGD
Glyma.01G029800,glyma.Wm82.gnm4.Gm01:3151986,Glyma.02G035600,glyma.Wm82.gnm4.Gm02:3271706,3.82e-130,WGD
Glyma.01G029900,glyma.Wm82.gnm4.Gm01:3154925,Glyma.02G035501,glyma.Wm82.gnm4.Gm02:3268096,6.62e-127,WGD
Glyma.01G030000,glyma.Wm82.gnm4.Gm01:3162934,Glyma.02G035400,glyma.Wm82.gnm4.Gm02:3260556,7.63e-67,WGD
Glyma.01G030200,glyma.Wm82.gnm4.Gm01:3170513,Glyma.02G035300,glyma.Wm82.gnm4.Gm02:3252413,0.0,WGD
Glyma.01G030300,glyma.Wm82.gnm4.Gm01:3181143,Glyma.02G035200,glyma.Wm82.gnm4.Gm02:3245209,9.02e-125,WGD
Glyma.01G030400,glyma.Wm82.gnm4.Gm01:3186086,Glyma.02G035100,glyma.Wm82.gnm4.Gm02:3237265,1.71e-92,WGD
Glyma.01G030500,glyma.Wm82.gnm4.Gm01:3192559,Glyma.02G035000,glyma.Wm82.gnm4.Gm02:3224955,3.01e-200,WGD
Glyma.01G030600,glyma.Wm82.gnm4.Gm01:3205761,Glyma.02G034800,glyma.Wm82.gnm4.Gm02:3211620,1.18e-89,WGD
Glyma.01G030900,glyma.Wm82.gnm4.Gm01:3238009,Glyma.02G034700,glyma.Wm82.gnm4.Gm02:3191855,5.80e-252,WGD
Glyma.01G031300,glyma.Wm82.gnm4.Gm01:3260710,Glyma.02G034500,glyma.Wm82.gnm4.Gm02:3174189,0.0,WGD
Glyma.01G031400,glyma.Wm82.gnm4.Gm01:3267466,Glyma.02G034300,glyma.Wm82.gnm4.Gm02:3154209,0.0,WGD
Glyma.01G031500,glyma.Wm82.gnm4.Gm01:3281535,Glyma.02G034000,glyma.Wm82.gnm4.Gm02:3138704,0.0,WGD
Glyma.01G031700,glyma.Wm82.gnm4.Gm01:3301635,Glyma.02G033900,glyma.Wm82.gnm4.Gm02:3122939,5.68e-247,WGD
Glyma.01G031800,glyma.Wm82.gnm4.Gm01:3328730,Glyma.02G033600,glyma.Wm82.gnm4.Gm02:3093933,0.0,WGD
Glyma.01G031900,glyma.Wm82.gnm4.Gm01:3344971,Glyma.02G033500,glyma.Wm82.gnm4.Gm02:3079910,0.0,WGD
Glyma.01G032000,glyma.Wm82.gnm4.Gm01:3364236,Glyma.02G033400,glyma.Wm82.gnm4.Gm02:3066994,0.0,WGD
Glyma.01G032100,glyma.Wm82.gnm4.Gm01:3374839,Glyma.02G033300,glyma.Wm82.gnm4.Gm02:3051348,0.0,WGD
Glyma.01G032200,glyma.Wm82.gnm4.Gm01:3393572,Glyma.02G033200,glyma.Wm82.gnm4.Gm02:3040787,7.71e-228,WGD
Glyma.01G032300,glyma.Wm82.gnm4.Gm01:3397254,Glyma.02G033100,glyma.Wm82.gnm4.Gm02:3038134,1.73e-118,WGD
Glyma.01G032400,glyma.Wm82.gnm4.Gm01:3405462,Glyma.02G033001,glyma.Wm82.gnm4.Gm02:3034543,3.04e-101,WGD
Glyma.01G032500,glyma.Wm82.gnm4.Gm01:3415608,Glyma.02G032800,glyma.Wm82.gnm4.Gm02:3010105,0.0,WGD
Glyma.01G032600,glyma.Wm82.gnm4.Gm01:3428719,Glyma.02G032700,glyma.Wm82.gnm4.Gm02:3004484,3.29e-221,WGD
Glyma.01G033500,glyma.Wm82.gnm4.Gm01:3514370,Glyma.02G032500,glyma.Wm82.gnm4.Gm02:2952264,1.81e-214,WGD
Glyma.01G033800,glyma.Wm82.gnm4.Gm01:3536007,Glyma.02G032400,glyma.Wm82.gnm4.Gm02:2937345,7.35e-224,WGD
Glyma.01G034000,glyma.Wm82.gnm4.Gm01:3553233,Glyma.02G032300,glyma.Wm82.gnm4.Gm02:2930721,1.43e-109,WGD
Glyma.01G034100,glyma.Wm82.gnm4.Gm01:3564919,Glyma.02G032200,glyma.Wm82.gnm4.Gm02:2918849,9.77e-267,WGD
Glyma.01G034200,glyma.Wm82.gnm4.Gm01:3569894,Glyma.02G032100,glyma.Wm82.gnm4.Gm02:2910612,7.32e-169,WGD
Glyma.01G034300,glyma.Wm82.gnm4.Gm01:3577515,Glyma.02G031800,glyma.Wm82.gnm4.Gm02:2901128,5.51e-213,WGD
Glyma.01G034800,glyma.Wm82.gnm4.Gm01:3605664,Glyma.02G031300,glyma.Wm82.gnm4.Gm02:2876631,1.51e-153,WGD
Glyma.01G035000,glyma.Wm82.gnm4.Gm01:3626335,Glyma.02G031000,glyma.Wm82.gnm4.Gm02:2838836,0.0,WGD
Glyma.01G035100,glyma.Wm82.gnm4.Gm01:3636465,Glyma.02G030900,glyma.Wm82.gnm4.Gm02:2831518,6.62e-205,WGD
Glyma.01G035300,glyma.Wm82.gnm4.Gm01:3670039,Glyma.02G030800,glyma.Wm82.gnm4.Gm02:2813961,1.21e-108,WGD
Glyma.01G035400,glyma.Wm82.gnm4.Gm01:3684267,Glyma.02G030700,glyma.Wm82.gnm4.Gm02:2802144,0.0,WGD
Glyma.01G035600,glyma.Wm82.gnm4.Gm01:3708835,Glyma.02G030200,glyma.Wm82.gnm4.Gm02:2778368,2.29e-223,WGD
Glyma.01G035700,glyma.Wm82.gnm4.Gm01:3729334,Glyma.02G030100,glyma.Wm82.gnm4.Gm02:2757094,1.31e-219,WGD
Glyma.01G036000,glyma.Wm82.gnm4.Gm01:3762214,Glyma.02G029900,glyma.Wm82.gnm4.Gm02:2740080,8.35e-319,WGD
Glyma.01G036200,glyma.Wm82.gnm4.Gm01:3782803,Glyma.02G029800,glyma.Wm82.gnm4.Gm02:2711790,1.46e-160,WGD
Glyma.01G036300,glyma.Wm82.gnm4.Gm01:3804956,Glyma.02G029750,glyma.Wm82.gnm4.Gm02:2709759,2.44e-32,WGD
Glyma.01G036400,glyma.Wm82.gnm4.Gm01:3808523,Glyma.02G029700,glyma.Wm82.gnm4.Gm02:2707352,2.00e-38,WGD
Glyma.01G036500,glyma.Wm82.gnm4.Gm01:3812946,Glyma.02G029600,glyma.Wm82.gnm4.Gm02:2701010,1.27e-282,WGD
Glyma.01G036600,glyma.Wm82.gnm4.Gm01:3851751,Glyma.02G029400,glyma.Wm82.gnm4.Gm02:2680401,7.37e-145,WGD
Glyma.01G036700,glyma.Wm82.gnm4.Gm01:3856618,Glyma.02G029300,glyma.Wm82.gnm4.Gm02:2668309,3.64e-219,WGD
Glyma.01G036800,glyma.Wm82.gnm4.Gm01:3907671,Glyma.02G029200,glyma.Wm82.gnm4.Gm02:2643271,7.49e-182,WGD
Glyma.01G036900,glyma.Wm82.gnm4.Gm01:3913595,Glyma.02G028700,glyma.Wm82.gnm4.Gm02:2597000,1.05e-147,WGD
Glyma.01G037100,glyma.Wm82.gnm4.Gm01:3923128,Glyma.02G028300,glyma.Wm82.gnm4.Gm02:2541684,7.85e-70,WGD
Glyma.01G037200,glyma.Wm82.gnm4.Gm01:3937712,Glyma.02G027800,glyma.Wm82.gnm4.Gm02:2471129,6.12e-237,WGD
Glyma.01G037300,glyma.Wm82.gnm4.Gm01:3949398,Glyma.02G027600,glyma.Wm82.gnm4.Gm02:2454122,0.0,WGD
Glyma.01G037400,glyma.Wm82.gnm4.Gm01:3963346,Glyma.02G027500,glyma.Wm82.gnm4.Gm02:2447733,4.50e-193,WGD
Glyma.01G037500,glyma.Wm82.gnm4.Gm01:3977953,Glyma.02G027400,glyma.Wm82.gnm4.Gm02:2441098,2.29e-129,WGD
Glyma.01G037600,glyma.Wm82.gnm4.Gm01:3993584,Glyma.02G027200,glyma.Wm82.gnm4.Gm02:2427107,0.0,WGD
Glyma.01G037700,glyma.Wm82.gnm4.Gm01:3997743,Glyma.02G027100,glyma.Wm82.gnm4.Gm02:2421680,2.19e-268,WGD
Glyma.01G037800,glyma.Wm82.gnm4.Gm01:4003106,Glyma.02G027000,glyma.Wm82.gnm4.Gm02:2419226,2.10e-153,WGD
Glyma.01G037900,glyma.Wm82.gnm4.Gm01:4006315,Glyma.02G026900,glyma.Wm82.gnm4.Gm02:2415766,1.59e-275,WGD
Glyma.01G038002,glyma.Wm82.gnm4.Gm01:4018347,Glyma.02G026800,glyma.Wm82.gnm4.Gm02:2393739,2.70e-138,WGD
Glyma.01G038100,glyma.Wm82.gnm4.Gm01:4025242,Glyma.02G026751,glyma.Wm82.gnm4.Gm02:2388965,3.43e-167,WGD
Glyma.01G038250,glyma.Wm82.gnm4.Gm01:4036627,Glyma.02G026700,glyma.Wm82.gnm4.Gm02:2373900,3.93e-142,WGD
Glyma.01G038400,glyma.Wm82.gnm4.Gm01:4083446,Glyma.02G026600,glyma.Wm82.gnm4.Gm02:2354713,0.0,WGD
Glyma.01G038500,glyma.Wm82.gnm4.Gm01:4107381,Glyma.02G026500,glyma.Wm82.gnm4.Gm02:2339461,0.0,WGD
Glyma.01G038600,glyma.Wm82.gnm4.Gm01:4122026,Glyma.02G026300,glyma.Wm82.gnm4.Gm02:2324420,1.13e-139,WGD
Glyma.01G038700,glyma.Wm82.gnm4.Gm01:4149179,Glyma.02G026000,glyma.Wm82.gnm4.Gm02:2304023,2.72e-144,WGD
Glyma.01G038800,glyma.Wm82.gnm4.Gm01:4154940,Glyma.02G025900,glyma.Wm82.gnm4.Gm02:2296992,2.58e-240,WGD
Glyma.01G038900,glyma.Wm82.gnm4.Gm01:4176429,Glyma.02G025700,glyma.Wm82.gnm4.Gm02:2284596,2.83e-52,WGD
Glyma.01G039100,glyma.Wm82.gnm4.Gm01:4227217,Glyma.02G025600,glyma.Wm82.gnm4.Gm02:2264339,7.36e-107,WGD
Glyma.01G039200,glyma.Wm82.gnm4.Gm01:4231875,Glyma.02G025400,glyma.Wm82.gnm4.Gm02:2250070,2.91e-150,WGD
Glyma.01G039400,glyma.Wm82.gnm4.Gm01:4262611,Glyma.02G025300,glyma.Wm82.gnm4.Gm02:2232251,5.61e-172,WGD
Glyma.01G039500,glyma.Wm82.gnm4.Gm01:4282351,Glyma.02G025200,glyma.Wm82.gnm4.Gm02:2211461,0.0,WGD
Glyma.01G039700,glyma.Wm82.gnm4.Gm01:4296726,Glyma.02G025100,glyma.Wm82.gnm4.Gm02:2200945,0.0,WGD
Glyma.01G039800,glyma.Wm82.gnm4.Gm01:4308477,Glyma.02G025000,glyma.Wm82.gnm4.Gm02:2182166,0.0,WGD
Glyma.01G039900,glyma.Wm82.gnm4.Gm01:4316764,Glyma.02G024900,glyma.Wm82.gnm4.Gm02:2177548,4.14e-202,WGD
Glyma.01G040000,glyma.Wm82.gnm4.Gm01:4328530,Glyma.02G024600,glyma.Wm82.gnm4.Gm02:2157988,5.17e-131,WGD
Glyma.01G040300,glyma.Wm82.gnm4.Gm01:4345262,Glyma.02G024500,glyma.Wm82.gnm4.Gm02:2148800,0.0,WGD
Glyma.01G040400,glyma.Wm82.gnm4.Gm01:4361955,Glyma.02G024200,glyma.Wm82.gnm4.Gm02:2126402,0.0,WGD
Glyma.01G040500,glyma.Wm82.gnm4.Gm01:4373164,Glyma.02G024100,glyma.Wm82.gnm4.Gm02:2121829,1.08e-117,WGD
Glyma.01G040600,glyma.Wm82.gnm4.Gm01:4381650,Glyma.02G023500,glyma.Wm82.gnm4.Gm02:2094650,9.89e-187,WGD
Glyma.01G040700,glyma.Wm82.gnm4.Gm01:4384487,Glyma.02G023000,glyma.Wm82.gnm4.Gm02:2067619,1.99e-54,WGD
Glyma.01G041300,glyma.Wm82.gnm4.Gm01:4421354,Glyma.02G022800,glyma.Wm82.gnm4.Gm02:2057488,2.17e-243,WGD
