fam,geneA1,geneA2,geneB1,geneB2,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.00702,glyma.Wm82.gnm4.ann1.Glyma.13G312500.1,glyma.Wm82.gnm4.ann1.Glyma.12G189300.1,glyma.Wm82.gnm4.ann1.Glyma.11G177001.1,glyma.Wm82.gnm4.ann1.Glyma.12G095200.1,Glyma.13G312500,Glyma.12G189300,Glyma.11G177001,Glyma.12G095200
Legume.fam3.00705,glyma.Wm82.gnm4.ann1.Glyma.15G043800.1,glyma.Wm82.gnm4.ann1.Glyma.13G330200.1,glyma.Wm82.gnm4.ann1.Glyma.11G147944.1,glyma.Wm82.gnm4.ann1.Glyma.12G074000.1,Glyma.15G043800,Glyma.13G330200,Glyma.11G147944,Glyma.12G074000
Legume.fam3.00719,glyma.Wm82.gnm4.ann1.Glyma.13G052000.5,glyma.Wm82.gnm4.ann1.Glyma.19G034700.1,glyma.Wm82.gnm4.ann1.Glyma.18G274000.1,glyma.Wm82.gnm4.ann1.Glyma.08G251300.3,Glyma.13G052000,Glyma.19G034700,Glyma.18G274000,Glyma.08G251300
Legume.fam3.00720,glyma.Wm82.gnm4.ann1.Glyma.18G273500.1,glyma.Wm82.gnm4.ann1.Glyma.08G250700.1,glyma.Wm82.gnm4.ann1.Glyma.19G034500.1,glyma.Wm82.gnm4.ann1.Glyma.13G052700.1,Glyma.18G273500,Glyma.08G250700,Glyma.19G034500,Glyma.13G052700
Legume.fam3.00722,glyma.Wm82.gnm4.ann1.Glyma.05G246400.1,glyma.Wm82.gnm4.ann1.Glyma.08G054500.1,glyma.Wm82.gnm4.ann1.Glyma.09G176900.1,glyma.Wm82.gnm4.ann1.Glyma.07G102400.1,Glyma.05G246400,Glyma.08G054500,Glyma.09G176900,Glyma.07G102400
Legume.fam3.00724,glyma.Wm82.gnm4.ann1.Glyma.05G229900.1,glyma.Wm82.gnm4.ann1.Glyma.08G037400.1,glyma.Wm82.gnm4.ann1.Glyma.09G191600.1,glyma.Wm82.gnm4.ann1.Glyma.07G085300.2,Glyma.05G229900,Glyma.08G037400,Glyma.09G191600,Glyma.07G085300
Legume.fam3.00726,glyma.Wm82.gnm4.ann1.Glyma.03G209100.1,glyma.Wm82.gnm4.ann1.Glyma.19G206300.2,glyma.Wm82.gnm4.ann1.Glyma.10G021600.1,glyma.Wm82.gnm4.ann1.Glyma.02G152600.2,Glyma.03G209100,Glyma.19G206300,Glyma.10G021600,Glyma.02G152600
Legume.fam3.00732,glyma.Wm82.gnm4.ann1.Glyma.19G212200.1,glyma.Wm82.gnm4.ann1.Glyma.03G215700.1,glyma.Wm82.gnm4.ann1.Glyma.10G017300.2,glyma.Wm82.gnm4.ann1.Glyma.02G016700.1,Glyma.19G212200,Glyma.03G215700,Glyma.10G017300,Glyma.02G016700
Legume.fam3.00735,glyma.Wm82.gnm4.ann1.Glyma.17G102800.7,glyma.Wm82.gnm4.ann1.Glyma.05G024500.17,glyma.Wm82.gnm4.ann1.Glyma.06G196800.1,glyma.Wm82.gnm4.ann1.Glyma.04G165700.5,Glyma.17G102800,Glyma.05G024500,Glyma.06G196800,Glyma.04G165700
Legume.fam3.00743,glyma.Wm82.gnm4.ann1.Glyma.04G010500.1,glyma.Wm82.gnm4.ann1.Glyma.06G010400.1,glyma.Wm82.gnm4.ann1.Glyma.11G115000.1,glyma.Wm82.gnm4.ann1.Glyma.12G040800.1,Glyma.04G010500,Glyma.06G010400,Glyma.11G115000,Glyma.12G040800
Legume.fam3.00744,glyma.Wm82.gnm4.ann1.Glyma.06G138100.1,glyma.Wm82.gnm4.ann1.Glyma.04G226700.1,glyma.Wm82.gnm4.ann1.Glyma.14G189300.1,glyma.Wm82.gnm4.ann1.Glyma.02G222300.2,Glyma.06G138100,Glyma.04G226700,Glyma.14G189300,Glyma.02G222300
Legume.fam3.00745,glyma.Wm82.gnm4.ann1.Glyma.18G028700.1,glyma.Wm82.gnm4.ann1.Glyma.11G228400.2,glyma.Wm82.gnm4.ann1.Glyma.02G256600.1,glyma.Wm82.gnm4.ann1.Glyma.14G060100.1,Glyma.18G028700,Glyma.11G228400,Glyma.02G256600,Glyma.14G060100
Legume.fam3.00746,glyma.Wm82.gnm4.ann1.Glyma.11G227600.1,glyma.Wm82.gnm4.ann1.Glyma.18G029900.1,glyma.Wm82.gnm4.ann1.Glyma.02G254600.1,glyma.Wm82.gnm4.ann1.Glyma.14G061800.1,Glyma.11G227600,Glyma.18G029900,Glyma.02G254600,Glyma.14G061800
Legume.fam3.00747,glyma.Wm82.gnm4.ann1.Glyma.18G031300.1,glyma.Wm82.gnm4.ann1.Glyma.11G226000.1,glyma.Wm82.gnm4.ann1.Glyma.14G063200.1,glyma.Wm82.gnm4.ann1.Glyma.02G253200.3,Glyma.18G031300,Glyma.11G226000,Glyma.14G063200,Glyma.02G253200
Legume.fam3.00748,glyma.Wm82.gnm4.ann1.Glyma.14G067000.1,glyma.Wm82.gnm4.ann1.Glyma.02G249600.1,glyma.Wm82.gnm4.ann1.Glyma.11G221000.2,glyma.Wm82.gnm4.ann1.Glyma.18G036400.1,Glyma.14G067000,Glyma.02G249600,Glyma.11G221000,Glyma.18G036400
Legume.fam3.00749,glyma.Wm82.gnm4.ann1.Glyma.14G208000.1,glyma.Wm82.gnm4.ann1.Glyma.02G239100.1,glyma.Wm82.gnm4.ann1.Glyma.18G047800.1,glyma.Wm82.gnm4.ann1.Glyma.11G203000.1,Glyma.14G208000,Glyma.02G239100,Glyma.18G047800,Glyma.11G203000
Legume.fam3.00750,glyma.Wm82.gnm4.ann1.Glyma.02G298000.5,glyma.Wm82.gnm4.ann1.Glyma.14G015700.10,glyma.Wm82.gnm4.ann1.Glyma.08G326000.1,glyma.Wm82.gnm4.ann1.Glyma.18G081000.3,Glyma.02G298000,Glyma.14G015700,Glyma.08G326000,Glyma.18G081000
Legume.fam3.00751,glyma.Wm82.gnm4.ann1.Glyma.14G023500.1,glyma.Wm82.gnm4.ann1.Glyma.02G291300.1,glyma.Wm82.gnm4.ann1.Glyma.08G316500.1,glyma.Wm82.gnm4.ann1.Glyma.18G096500.6,Glyma.14G023500,Glyma.02G291300,Glyma.08G316500,Glyma.18G096500
Legume.fam3.00753,glyma.Wm82.gnm4.ann1.Glyma.13G178500.1,glyma.Wm82.gnm4.ann1.Glyma.07G198000.1,glyma.Wm82.gnm4.ann1.Glyma.13G238100.3,glyma.Wm82.gnm4.ann1.Glyma.15G075200.1,Glyma.13G178500,Glyma.07G198000,Glyma.13G238100,Glyma.15G075200
Legume.fam3.00754,glyma.Wm82.gnm4.ann1.Glyma.13G228700.6,glyma.Wm82.gnm4.ann1.Glyma.15G083800.1,glyma.Wm82.gnm4.ann1.Glyma.05G158800.4,glyma.Wm82.gnm4.ann1.Glyma.08G116600.1,Glyma.13G228700,Glyma.15G083800,Glyma.05G158800,Glyma.08G116600
Legume.fam3.00757,glyma.Wm82.gnm4.ann1.Glyma.08G195200.1,glyma.Wm82.gnm4.ann1.Glyma.07G012000.1,glyma.Wm82.gnm4.ann1.Glyma.13G351800.1,glyma.Wm82.gnm4.ann1.Glyma.15G022900.1,Glyma.08G195200,Glyma.07G012000,Glyma.13G351800,Glyma.15G022900
Legume.fam3.00759,glyma.Wm82.gnm4.ann1.Glyma.18G155100.1,glyma.Wm82.gnm4.ann1.Glyma.08G345400.1,glyma.Wm82.gnm4.ann1.Glyma.16G084300.1,glyma.Wm82.gnm4.ann1.Glyma.03G088900.1,Glyma.18G155100,Glyma.08G345400,Glyma.16G084300,Glyma.03G088900
Legume.fam3.00761,glyma.Wm82.gnm4.ann1.Glyma.17G092300.3,glyma.Wm82.gnm4.ann1.Glyma.05G035000.2,glyma.Wm82.gnm4.ann1.Glyma.04G180000.4,glyma.Wm82.gnm4.ann1.Glyma.06G184800.1,Glyma.17G092300,Glyma.05G035000,Glyma.04G180000,Glyma.06G184800
Legume.fam3.00762,glyma.Wm82.gnm4.ann1.Glyma.04G201200.1,glyma.Wm82.gnm4.ann1.Glyma.06G164300.18,glyma.Wm82.gnm4.ann1.Glyma.05G200300.2,glyma.Wm82.gnm4.ann1.Glyma.08G007700.1,Glyma.04G201200,Glyma.06G164300,Glyma.05G200300,Glyma.08G007700
Legume.fam3.00764,glyma.Wm82.gnm4.ann1.Glyma.06G156500.1,glyma.Wm82.gnm4.ann1.Glyma.04G209400.4,glyma.Wm82.gnm4.ann1.Glyma.05G194500.1,glyma.Wm82.gnm4.ann1.Glyma.08G002300.3,Glyma.06G156500,Glyma.04G209400,Glyma.05G194500,Glyma.08G002300
Legume.fam3.00765,glyma.Wm82.gnm4.ann1.Glyma.08G001200.3,glyma.Wm82.gnm4.ann1.Glyma.05G193200.4,glyma.Wm82.gnm4.ann1.Glyma.06G154800.3,glyma.Wm82.gnm4.ann1.Glyma.04G211300.2,Glyma.08G001200,Glyma.05G193200,Glyma.06G154800,Glyma.04G211300
Legume.fam3.00766,glyma.Wm82.gnm4.ann1.Glyma.13G100200.1,glyma.Wm82.gnm4.ann1.Glyma.17G059700.1,glyma.Wm82.gnm4.ann1.Glyma.15G165500.3,glyma.Wm82.gnm4.ann1.Glyma.09G059200.1,Glyma.13G100200,Glyma.17G059700,Glyma.15G165500,Glyma.09G059200
Legume.fam3.00769,glyma.Wm82.gnm4.ann1.Glyma.15G145200.1,glyma.Wm82.gnm4.ann1.Glyma.09G040000.1,glyma.Wm82.gnm4.ann1.Glyma.07G243300.2,glyma.Wm82.gnm4.ann1.Glyma.17G030600.1,Glyma.15G145200,Glyma.09G040000,Glyma.07G243300,Glyma.17G030600
Legume.fam3.00770,glyma.Wm82.gnm4.ann1.Glyma.15G103800.1,glyma.Wm82.gnm4.ann1.Glyma.13G209101.1,glyma.Wm82.gnm4.ann1.Glyma.17G017400.2,glyma.Wm82.gnm4.ann1.Glyma.07G256700.1,Glyma.15G103800,Glyma.13G209101,Glyma.17G017400,Glyma.07G256700
Legume.fam3.00772,glyma.Wm82.gnm4.ann1.Glyma.17G165200.1,glyma.Wm82.gnm4.ann1.Glyma.05G101700.1,glyma.Wm82.gnm4.ann1.Glyma.01G190700.1,glyma.Wm82.gnm4.ann1.Glyma.11G051500.1,Glyma.17G165200,Glyma.05G101700,Glyma.01G190700,Glyma.11G051500
Legume.fam3.00775,glyma.Wm82.gnm4.ann1.Glyma.01G212100.1,glyma.Wm82.gnm4.ann1.Glyma.11G029700.1,glyma.Wm82.gnm4.ann1.Glyma.05G052800.1,glyma.Wm82.gnm4.ann1.Glyma.17G135100.1,Glyma.01G212100,Glyma.11G029700,Glyma.05G052800,Glyma.17G135100
Legume.fam3.00780,glyma.Wm82.gnm4.ann1.Glyma.20G035200.1,glyma.Wm82.gnm4.ann1.Glyma.07G229600.1,glyma.Wm82.gnm4.ann1.Glyma.02G108600.1,glyma.Wm82.gnm4.ann1.Glyma.01G049400.1,Glyma.20G035200,Glyma.07G229600,Glyma.02G108600,Glyma.01G049400
Legume.fam3.00781,glyma.Wm82.gnm4.ann1.Glyma.05G177500.6,glyma.Wm82.gnm4.ann1.Glyma.08G134600.6,glyma.Wm82.gnm4.ann1.Glyma.18G016400.1,glyma.Wm82.gnm4.ann1.Glyma.11G240900.1,Glyma.05G177500,Glyma.08G134600,Glyma.18G016400,Glyma.11G240900
Legume.fam3.00783,glyma.Wm82.gnm4.ann1.Glyma.05G191700.1,glyma.Wm82.gnm4.ann1.Glyma.08G156900.1,glyma.Wm82.gnm4.ann1.Glyma.04G213000.1,glyma.Wm82.gnm4.ann1.Glyma.06G153200.1,Glyma.05G191700,Glyma.08G156900,Glyma.04G213000,Glyma.06G153200
Legume.fam3.00785,glyma.Wm82.gnm4.ann1.Glyma.09G064400.1,glyma.Wm82.gnm4.ann1.Glyma.15G170700.1,glyma.Wm82.gnm4.ann1.Glyma.17G053800.1,glyma.Wm82.gnm4.ann1.Glyma.13G105600.2,Glyma.09G064400,Glyma.15G170700,Glyma.17G053800,Glyma.13G105600
Legume.fam3.00791,glyma.Wm82.gnm4.ann1.Glyma.15G271900.4,glyma.Wm82.gnm4.ann1.Glyma.08G152500.1,glyma.Wm82.gnm4.ann1.Glyma.12G238700.1,glyma.Wm82.gnm4.ann1.Glyma.13G204400.1,Glyma.15G271900,Glyma.08G152500,Glyma.12G238700,Glyma.13G204400
Legume.fam3.00796,glyma.Wm82.gnm4.ann1.Glyma.08G206900.1,glyma.Wm82.gnm4.ann1.Glyma.07G006300.2,glyma.Wm82.gnm4.ann1.Glyma.13G359500.3,glyma.Wm82.gnm4.ann1.Glyma.15G014400.1,Glyma.08G206900,Glyma.07G006300,Glyma.13G359500,Glyma.15G014400
Legume.fam3.00799,glyma.Wm82.gnm4.ann1.Glyma.16G173700.1,glyma.Wm82.gnm4.ann1.Glyma.09G127000.1,glyma.Wm82.gnm4.ann1.Glyma.20G163900.2,glyma.Wm82.gnm4.ann1.Glyma.10G229400.2,Glyma.16G173700,Glyma.09G127000,Glyma.20G163900,Glyma.10G229400
Legume.fam3.00801,glyma.Wm82.gnm4.ann1.Glyma.16G209500.1,glyma.Wm82.gnm4.ann1.Glyma.09G160100.1,glyma.Wm82.gnm4.ann1.Glyma.10G174900.1,glyma.Wm82.gnm4.ann1.Glyma.20G215900.3,Glyma.16G209500,Glyma.09G160100,Glyma.10G174900,Glyma.20G215900
Legume.fam3.00804,glyma.Wm82.gnm4.ann1.Glyma.19G159000.1,glyma.Wm82.gnm4.ann1.Glyma.03G156700.1,glyma.Wm82.gnm4.ann1.Glyma.10G028900.1,glyma.Wm82.gnm4.ann1.Glyma.02G145100.1,Glyma.19G159000,Glyma.03G156700,Glyma.10G028900,Glyma.02G145100
Legume.fam3.00805,glyma.Wm82.gnm4.ann1.Glyma.10G052000.1,glyma.Wm82.gnm4.ann1.Glyma.13G139400.1,glyma.Wm82.gnm4.ann1.Glyma.03G180500.1,glyma.Wm82.gnm4.ann1.Glyma.19G181100.1,Glyma.10G052000,Glyma.13G139400,Glyma.03G180500,Glyma.19G181100
Legume.fam3.00806,glyma.Wm82.gnm4.ann1.Glyma.03G182400.1,glyma.Wm82.gnm4.ann1.Glyma.19G183000.1,glyma.Wm82.gnm4.ann1.Glyma.13G144400.1,glyma.Wm82.gnm4.ann1.Glyma.10G057600.1,Glyma.03G182400,Glyma.19G183000,Glyma.13G144400,Glyma.10G057600
Legume.fam3.00807,glyma.Wm82.gnm4.ann1.Glyma.19G188600.1,glyma.Wm82.gnm4.ann1.Glyma.03G188400.1,glyma.Wm82.gnm4.ann1.Glyma.13G148100.1,glyma.Wm82.gnm4.ann1.Glyma.10G063600.2,Glyma.19G188600,Glyma.03G188400,Glyma.13G148100,Glyma.10G063600
Legume.fam3.00811,glyma.Wm82.gnm4.ann1.Glyma.02G013402.1,glyma.Wm82.gnm4.ann1.Glyma.10G014000.3,glyma.Wm82.gnm4.ann1.Glyma.03G218600.1,glyma.Wm82.gnm4.ann1.Glyma.19G215400.1,Glyma.02G013402,Glyma.10G014000,Glyma.03G218600,Glyma.19G215400
Legume.fam3.00812,glyma.Wm82.gnm4.ann1.Glyma.19G225900.1,glyma.Wm82.gnm4.ann1.Glyma.03G228600.1,glyma.Wm82.gnm4.ann1.Glyma.20G093000.1,glyma.Wm82.gnm4.ann1.Glyma.10G144100.1,Glyma.19G225900,Glyma.03G228600,Glyma.20G093000,Glyma.10G144100
Legume.fam3.00813,glyma.Wm82.gnm4.ann1.Glyma.03G235100.1,glyma.Wm82.gnm4.ann1.Glyma.19G232800.1,glyma.Wm82.gnm4.ann1.Glyma.10G151500.1,glyma.Wm82.gnm4.ann1.Glyma.20G236700.1,Glyma.03G235100,Glyma.19G232800,Glyma.10G151500,Glyma.20G236700
Legume.fam3.00814,glyma.Wm82.gnm4.ann1.Glyma.03G239400.1,glyma.Wm82.gnm4.ann1.Glyma.19G236400.1,glyma.Wm82.gnm4.ann1.Glyma.20G232400.2,glyma.Wm82.gnm4.ann1.Glyma.10G155900.1,Glyma.03G239400,Glyma.19G236400,Glyma.20G232400,Glyma.10G155900
Legume.fam3.00816,glyma.Wm82.gnm4.ann1.Glyma.03G248000.1,glyma.Wm82.gnm4.ann1.Glyma.19G246000.1,glyma.Wm82.gnm4.ann1.Glyma.10G163400.3,glyma.Wm82.gnm4.ann1.Glyma.20G226000.1,Glyma.03G248000,Glyma.19G246000,Glyma.10G163400,Glyma.20G226000
Legume.fam3.00817,glyma.Wm82.gnm4.ann1.Glyma.16G107000.1,glyma.Wm82.gnm4.ann1.Glyma.16G075600.1,glyma.Wm82.gnm4.ann1.Glyma.01G151300.1,glyma.Wm82.gnm4.ann1.Glyma.09G216300.1,Glyma.16G107000,Glyma.16G075600,Glyma.01G151300,Glyma.09G216300
Legume.fam3.00818,glyma.Wm82.gnm4.ann1.Glyma.14G221100.1,glyma.Wm82.gnm4.ann1.Glyma.17G260000.4,glyma.Wm82.gnm4.ann1.Glyma.06G022100.1,glyma.Wm82.gnm4.ann1.Glyma.04G021900.1,Glyma.14G221100,Glyma.17G260000,Glyma.06G022100,Glyma.04G021900
Legume.fam3.00823,glyma.Wm82.gnm4.ann1.Glyma.04G066900.2,glyma.Wm82.gnm4.ann1.Glyma.06G068400.2,glyma.Wm82.gnm4.ann1.Glyma.14G116800.2,glyma.Wm82.gnm4.ann1.Glyma.17G211000.2,Glyma.04G066900,Glyma.06G068400,Glyma.14G116800,Glyma.17G211000
Legume.fam3.00825,glyma.Wm82.gnm4.ann1.Glyma.14G087500.1,glyma.Wm82.gnm4.ann1.Glyma.17G236800.1,glyma.Wm82.gnm4.ann1.Glyma.04G044600.1,glyma.Wm82.gnm4.ann1.Glyma.06G045100.1,Glyma.14G087500,Glyma.17G236800,Glyma.04G044600,Glyma.06G045100
Legume.fam3.00829,glyma.Wm82.gnm4.ann1.Glyma.04G009000.2,glyma.Wm82.gnm4.ann1.Glyma.06G008900.1,glyma.Wm82.gnm4.ann1.Glyma.12G038100.1,glyma.Wm82.gnm4.ann1.Glyma.11G111900.1,Glyma.04G009000,Glyma.06G008900,Glyma.12G038100,Glyma.11G111900
Legume.fam3.00830,glyma.Wm82.gnm4.ann1.Glyma.02G259300.1,glyma.Wm82.gnm4.ann1.Glyma.14G053600.1,glyma.Wm82.gnm4.ann1.Glyma.06G145300.1,glyma.Wm82.gnm4.ann1.Glyma.04G220600.1,Glyma.02G259300,Glyma.14G053600,Glyma.06G145300,Glyma.04G220600
Legume.fam3.00840,glyma.Wm82.gnm4.ann1.Glyma.17G008800.1,glyma.Wm82.gnm4.ann1.Glyma.07G265200.1,glyma.Wm82.gnm4.ann1.Glyma.09G010300.1,glyma.Wm82.gnm4.ann1.Glyma.15G114800.1,Glyma.17G008800,Glyma.07G265200,Glyma.09G010300,Glyma.15G114800
Legume.fam3.00849,glyma.Wm82.gnm4.ann1.Glyma.13G350700.1,glyma.Wm82.gnm4.ann1.Glyma.15G023800.1,glyma.Wm82.gnm4.ann1.Glyma.07G010400.1,glyma.Wm82.gnm4.ann1.Glyma.08G193500.1,Glyma.13G350700,Glyma.15G023800,Glyma.07G010400,Glyma.08G193500
Legume.fam3.00850,glyma.Wm82.gnm4.ann1.Glyma.08G194500.6,glyma.Wm82.gnm4.ann1.Glyma.07G011300.4,glyma.Wm82.gnm4.ann1.Glyma.13G351500.2,glyma.Wm82.gnm4.ann1.Glyma.15G023200.2,Glyma.08G194500,Glyma.07G011300,Glyma.13G351500,Glyma.15G023200
Legume.fam3.00851,glyma.Wm82.gnm4.ann1.Glyma.07G016400.1,glyma.Wm82.gnm4.ann1.Glyma.08G201800.1,glyma.Wm82.gnm4.ann1.Glyma.15G019000.1,glyma.Wm82.gnm4.ann1.Glyma.13G355200.1,Glyma.07G016400,Glyma.08G201800,Glyma.15G019000,Glyma.13G355200
Legume.fam3.00852,glyma.Wm82.gnm4.ann1.Glyma.07G019800.1,glyma.Wm82.gnm4.ann1.Glyma.08G204900.4,glyma.Wm82.gnm4.ann1.Glyma.15G016200.1,glyma.Wm82.gnm4.ann1.Glyma.13G357400.1,Glyma.07G019800,Glyma.08G204900,Glyma.15G016200,Glyma.13G357400
Legume.fam3.00853,glyma.Wm82.gnm4.ann1.Glyma.15G015200.5,glyma.Wm82.gnm4.ann1.Glyma.13G358800.1,glyma.Wm82.gnm4.ann1.Glyma.07G005300.2,glyma.Wm82.gnm4.ann1.Glyma.08G205800.1,Glyma.15G015200,Glyma.13G358800,Glyma.07G005300,Glyma.08G205800
Legume.fam3.00854,glyma.Wm82.gnm4.ann1.Glyma.13G370200.1,glyma.Wm82.gnm4.ann1.Glyma.15G003200.1,glyma.Wm82.gnm4.ann1.Glyma.07G022700.1,glyma.Wm82.gnm4.ann1.Glyma.08G219100.1,Glyma.13G370200,Glyma.15G003200,Glyma.07G022700,Glyma.08G219100
Legume.fam3.00856,glyma.Wm82.gnm4.ann1.Glyma.03G042800.1,glyma.Wm82.gnm4.ann1.Glyma.01G128000.3,glyma.Wm82.gnm4.ann1.Glyma.18G208700.1,glyma.Wm82.gnm4.ann1.Glyma.09G280300.1,Glyma.03G042800,Glyma.01G128000,Glyma.18G208700,Glyma.09G280300
Legume.fam3.00857,glyma.Wm82.gnm4.ann1.Glyma.06G179800.1,glyma.Wm82.gnm4.ann1.Glyma.04G186300.1,glyma.Wm82.gnm4.ann1.Glyma.17G086800.1,glyma.Wm82.gnm4.ann1.Glyma.05G040100.3,Glyma.06G179800,Glyma.04G186300,Glyma.17G086800,Glyma.05G040100
Legume.fam3.00858,glyma.Wm82.gnm4.ann1.Glyma.06G174700.1,glyma.Wm82.gnm4.ann1.Glyma.04G191100.1,glyma.Wm82.gnm4.ann1.Glyma.17G126500.1,glyma.Wm82.gnm4.ann1.Glyma.05G044000.1,Glyma.06G174700,Glyma.04G191100,Glyma.17G126500,Glyma.05G044000
Legume.fam3.00859,glyma.Wm82.gnm4.ann1.Glyma.05G204500.11,glyma.Wm82.gnm4.ann1.Glyma.08G011700.1,glyma.Wm82.gnm4.ann1.Glyma.06G169000.1,glyma.Wm82.gnm4.ann1.Glyma.04G196800.4,Glyma.05G204500,Glyma.08G011700,Glyma.06G169000,Glyma.04G196800
Legume.fam3.00861,glyma.Wm82.gnm4.ann1.Glyma.05G201200.1,glyma.Wm82.gnm4.ann1.Glyma.08G008600.1,glyma.Wm82.gnm4.ann1.Glyma.04G200300.1,glyma.Wm82.gnm4.ann1.Glyma.06G165302.1,Glyma.05G201200,Glyma.08G008600,Glyma.04G200300,Glyma.06G165302
Legume.fam3.00863,glyma.Wm82.gnm4.ann1.Glyma.04G203200.1,glyma.Wm82.gnm4.ann1.Glyma.06G162300.1,glyma.Wm82.gnm4.ann1.Glyma.08G005900.4,glyma.Wm82.gnm4.ann1.Glyma.05G198700.1,Glyma.04G203200,Glyma.06G162300,Glyma.08G005900,Glyma.05G198700
Legume.fam3.00865,glyma.Wm82.gnm4.ann1.Glyma.04G205800.1,glyma.Wm82.gnm4.ann1.Glyma.06G159800.8,glyma.Wm82.gnm4.ann1.Glyma.08G004900.1,glyma.Wm82.gnm4.ann1.Glyma.05G197500.5,Glyma.04G205800,Glyma.06G159800,Glyma.08G004900,Glyma.05G197500
Legume.fam3.00866,glyma.Wm82.gnm4.ann1.Glyma.08G003300.1,glyma.Wm82.gnm4.ann1.Glyma.05G195700.1,glyma.Wm82.gnm4.ann1.Glyma.06G158200.1,glyma.Wm82.gnm4.ann1.Glyma.04G207600.1,Glyma.08G003300,Glyma.05G195700,Glyma.06G158200,Glyma.04G207600
Legume.fam3.00868,glyma.Wm82.gnm4.ann1.Glyma.04G151600.1,glyma.Wm82.gnm4.ann1.Glyma.06G211300.1,glyma.Wm82.gnm4.ann1.Glyma.17G120400.2,glyma.Wm82.gnm4.ann1.Glyma.05G012300.5,Glyma.04G151600,Glyma.06G211300,Glyma.17G120400,Glyma.05G012300
Legume.fam3.00869,glyma.Wm82.gnm4.ann1.Glyma.09G062400.1,glyma.Wm82.gnm4.ann1.Glyma.15G168800.1,glyma.Wm82.gnm4.ann1.Glyma.13G102800.1,glyma.Wm82.gnm4.ann1.Glyma.17G056300.1,Glyma.09G062400,Glyma.15G168800,Glyma.13G102800,Glyma.17G056300
Legume.fam3.00870,glyma.Wm82.gnm4.ann1.Glyma.17G048900.1,glyma.Wm82.gnm4.ann1.Glyma.13G110700.1,glyma.Wm82.gnm4.ann1.Glyma.15G177900.1,glyma.Wm82.gnm4.ann1.Glyma.09G069900.1,Glyma.17G048900,Glyma.13G110700,Glyma.15G177900,Glyma.09G069900
Legume.fam3.00871,glyma.Wm82.gnm4.ann1.Glyma.17G024300.1,glyma.Wm82.gnm4.ann1.Glyma.07G250100.1,glyma.Wm82.gnm4.ann1.Glyma.15G095600.1,glyma.Wm82.gnm4.ann1.Glyma.13G216900.1,Glyma.17G024300,Glyma.07G250100,Glyma.15G095600,Glyma.13G216900
Legume.fam3.00872,glyma.Wm82.gnm4.ann1.Glyma.07G242000.1,glyma.Wm82.gnm4.ann1.Glyma.17G031900.1,glyma.Wm82.gnm4.ann1.Glyma.15G143400.1,glyma.Wm82.gnm4.ann1.Glyma.09G038300.1,Glyma.07G242000,Glyma.17G031900,Glyma.15G143400,Glyma.09G038300
Legume.fam3.00873,glyma.Wm82.gnm4.ann1.Glyma.13G112600.1,glyma.Wm82.gnm4.ann1.Glyma.17G047100.1,glyma.Wm82.gnm4.ann1.Glyma.15G181000.1,glyma.Wm82.gnm4.ann1.Glyma.09G072200.1,Glyma.13G112600,Glyma.17G047100,Glyma.15G181000,Glyma.09G072200
Legume.fam3.00874,glyma.Wm82.gnm4.ann1.Glyma.20G086700.6,glyma.Wm82.gnm4.ann1.Glyma.10G008700.1,glyma.Wm82.gnm4.ann1.Glyma.20G202100.3,glyma.Wm82.gnm4.ann1.Glyma.10G188600.1,Glyma.20G086700,Glyma.10G008700,Glyma.20G202100,Glyma.10G188600
Legume.fam3.00875,glyma.Wm82.gnm4.ann1.Glyma.13G208800.1,glyma.Wm82.gnm4.ann1.Glyma.15G104000.1,glyma.Wm82.gnm4.ann1.Glyma.17G017100.1,glyma.Wm82.gnm4.ann1.Glyma.07G257000.1,Glyma.13G208800,Glyma.15G104000,Glyma.17G017100,Glyma.07G257000
Legume.fam3.00878,glyma.Wm82.gnm4.ann1.Glyma.09G197700.1,glyma.Wm82.gnm4.ann1.Glyma.16G111500.1,glyma.Wm82.gnm4.ann1.Glyma.01G158200.1,glyma.Wm82.gnm4.ann1.Glyma.11G086500.1,Glyma.09G197700,Glyma.16G111500,Glyma.01G158200,Glyma.11G086500
Legume.fam3.00879,glyma.Wm82.gnm4.ann1.Glyma.11G084700.5,glyma.Wm82.gnm4.ann1.Glyma.01G159500.1,glyma.Wm82.gnm4.ann1.Glyma.02G041700.1,glyma.Wm82.gnm4.ann1.Glyma.16G118400.9,Glyma.11G084700,Glyma.01G159500,Glyma.02G041700,Glyma.16G118400
Legume.fam3.00883,glyma.Wm82.gnm4.ann1.Glyma.11G053800.5,glyma.Wm82.gnm4.ann1.Glyma.01G188400.1,glyma.Wm82.gnm4.ann1.Glyma.17G170300.1,glyma.Wm82.gnm4.ann1.Glyma.05G091200.2,Glyma.11G053800,Glyma.01G188400,Glyma.17G170300,Glyma.05G091200
Legume.fam3.00884,glyma.Wm82.gnm4.ann1.Glyma.11G051400.2,glyma.Wm82.gnm4.ann1.Glyma.01G190800.1,glyma.Wm82.gnm4.ann1.Glyma.05G101900.1,glyma.Wm82.gnm4.ann1.Glyma.17G165000.1,Glyma.11G051400,Glyma.01G190800,Glyma.05G101900,Glyma.17G165000
