Dup,duplication_status
Glyma.01G177200,WGD
Glyma.01G177300,WGD
Glyma.01G177400,WGD
Glyma.01G177500,WGD
Glyma.01G177600,WGD
Glyma.01G177700,WGD
Glyma.01G177900,WGD
Glyma.01G178000,WGD
Glyma.01G178100,WGD
Glyma.01G178200,WGD
Glyma.01G178400,WGD
Glyma.01G178500,WGD
Glyma.01G178600,WGD
Glyma.01G178700,WGD
Glyma.01G178800,WGD
Glyma.01G178900,WGD
Glyma.01G179000,WGD
Glyma.01G179100,WGD
Glyma.01G179201,WGD
Glyma.01G179300,WGD
Glyma.01G179600,WGD
Glyma.01G179800,WGD
Glyma.01G179900,WGD
Glyma.01G180000,WGD
Glyma.01G180100,WGD
Glyma.01G180200,WGD
Glyma.01G180366,WGD
Glyma.01G180432,WGD
Glyma.01G180500,WGD
Glyma.01G180600,WGD
Glyma.01G180700,WGD
Glyma.01G180800,WGD
Glyma.01G181102,WGD
Glyma.01G181200,WGD
Glyma.01G181400,WGD
Glyma.01G181500,WGD
Glyma.01G181600,WGD
Glyma.01G181700,WGD
Glyma.01G181800,WGD
Glyma.01G182000,WGD
Glyma.01G182100,WGD
Glyma.01G182200,WGD
Glyma.01G182300,WGD
Glyma.01G182400,WGD
Glyma.01G182500,WGD
Glyma.01G182600,WGD
Glyma.01G182700,WGD
Glyma.01G183000,WGD
Glyma.01G183100,WGD
Glyma.01G183200,WGD
Glyma.01G183300,WGD
Glyma.01G183500,WGD
Glyma.01G183600,WGD
Glyma.01G183700,WGD
Glyma.01G183800,WGD
Glyma.01G183900,WGD
Glyma.01G184000,WGD
Glyma.01G184100,WGD
Glyma.01G184200,WGD
Glyma.01G184300,WGD
Glyma.01G184400,WGD
Glyma.01G184500,WGD
Glyma.01G184600,WGD
Glyma.01G184700,WGD
Glyma.01G184800,WGD
Glyma.01G184900,WGD
Glyma.01G185000,WGD
Glyma.01G185100,WGD
Glyma.01G185200,WGD
Glyma.01G185300,WGD
Glyma.01G185400,WGD
Glyma.01G185500,WGD
Glyma.01G185600,WGD
Glyma.01G185700,WGD
Glyma.01G185800,WGD
Glyma.01G185900,WGD
Glyma.01G186000,WGD
Glyma.01G186100,WGD
Glyma.01G186202,WGD
Glyma.01G186300,WGD
Glyma.01G186400,WGD
Glyma.01G186600,WGD
Glyma.01G186700,WGD
Glyma.01G186800,WGD
Glyma.01G186900,WGD
Glyma.01G187000,WGD
Glyma.01G187200,WGD
Glyma.01G187300,WGD
Glyma.01G187500,WGD
Glyma.01G187600,WGD
Glyma.01G187700,WGD
Glyma.01G187800,WGD
Glyma.01G187900,WGD
Glyma.01G188000,WGD
Glyma.01G188100,WGD
Glyma.01G188200,WGD
Glyma.01G188400,WGD
Glyma.01G188500,WGD
Glyma.01G188600,WGD
Glyma.01G188700,WGD
Glyma.01G188832,WGD
Glyma.01G188900,WGD
Glyma.01G189000,WGD
Glyma.01G189100,WGD
Glyma.01G189200,WGD
Glyma.01G189300,WGD
Glyma.01G189400,WGD
Glyma.01G189500,WGD
Glyma.01G189600,WGD
Glyma.01G189700,WGD
Glyma.01G189900,WGD
Glyma.01G190000,WGD
Glyma.01G190100,WGD
Glyma.01G190300,WGD
Glyma.01G190402,WGD
Glyma.01G190600,WGD
Glyma.01G190700,WGD
Glyma.01G190800,WGD
Glyma.01G190900,WGD
Glyma.01G191100,WGD
Glyma.01G191200,WGD
Glyma.01G191300,WGD
Glyma.01G191400,WGD
Glyma.01G191500,WGD
Glyma.01G191600,WGD
Glyma.01G191700,WGD
Glyma.01G191800,WGD
Glyma.01G191900,WGD
Glyma.01G192000,WGD
Glyma.01G192100,WGD
Glyma.01G192200,WGD
Glyma.01G192300,WGD
Glyma.01G192400,WGD
Glyma.01G192500,WGD
Glyma.01G192600,WGD
Glyma.01G192900,WGD
Glyma.01G193000,WGD
Glyma.01G193100,WGD
Glyma.01G193200,WGD
Glyma.01G193400,WGD
Glyma.01G193500,WGD
Glyma.01G193600,WGD
Glyma.01G193700,WGD
Glyma.01G193800,WGD
Glyma.01G193900,WGD
Glyma.01G193950,WGD
Glyma.01G194100,WGD
Glyma.01G194200,WGD
Glyma.01G194300,WGD
Glyma.01G194500,WGD
Glyma.01G194600,WGD
Glyma.01G194700,WGD
Glyma.01G194800,WGD
Glyma.01G194900,WGD
Glyma.01G195000,WGD
Glyma.01G195100,WGD
Glyma.01G195200,WGD
Glyma.01G195300,WGD
Glyma.01G195400,WGD
Glyma.01G195500,WGD
Glyma.01G195600,WGD
Glyma.01G195700,WGD
Glyma.01G195800,WGD
Glyma.01G195900,WGD
Glyma.01G196000,WGD
Glyma.01G196100,WGD
Glyma.01G196200,WGD
Glyma.01G196300,WGD
Glyma.01G196400,WGD
Glyma.01G196600,WGD
Glyma.01G196700,WGD
Glyma.01G196800,WGD
Glyma.01G196900,WGD
Glyma.01G197100,WGD
Glyma.01G197200,WGD
Glyma.01G197300,WGD
Glyma.01G197400,WGD
Glyma.01G197500,WGD
Glyma.01G197600,WGD
Glyma.01G197700,WGD
Glyma.01G197800,WGD
Glyma.01G197900,WGD
Glyma.01G198000,WGD
Glyma.01G198100,WGD
Glyma.01G198200,WGD
Glyma.01G198500,WGD
Glyma.01G198600,WGD
Glyma.01G198700,WGD
Glyma.01G198800,WGD
Glyma.01G198900,WGD
Glyma.01G199000,WGD
Glyma.01G199100,WGD
Glyma.01G199200,WGD
Glyma.01G199400,WGD
Glyma.01G199500,WGD
Glyma.01G199600,WGD
Glyma.01G199700,WGD
Glyma.01G199900,WGD
Glyma.01G200100,WGD
Glyma.01G200200,WGD
Glyma.01G200400,WGD
Glyma.01G200466,WGD
Glyma.01G200700,WGD
Glyma.01G200800,WGD
Glyma.01G200900,WGD
Glyma.01G201100,WGD
Glyma.01G201200,WGD
Glyma.01G202000,WGD
Glyma.01G202100,WGD
Glyma.01G202200,WGD
Glyma.01G202400,WGD
Glyma.01G202600,WGD
Glyma.01G202700,WGD
Glyma.01G203000,WGD
Glyma.01G203100,WGD
Glyma.01G203200,WGD
Glyma.01G203300,WGD
Glyma.01G203400,WGD
Glyma.01G203500,WGD
Glyma.01G203600,WGD
Glyma.01G203800,WGD
Glyma.01G204000,WGD
Glyma.01G204200,WGD
Glyma.01G204300,WGD
Glyma.01G204400,WGD
Glyma.01G204533,WGD
Glyma.01G204600,WGD
Glyma.01G204700,WGD
Glyma.01G204800,WGD
Glyma.01G204900,WGD
Glyma.01G205100,WGD
Glyma.01G205200,WGD
Glyma.01G205300,WGD
Glyma.01G205400,WGD
Glyma.01G205500,WGD
Glyma.01G205600,WGD
Glyma.01G205700,WGD
Glyma.01G205900,WGD
Glyma.01G206000,WGD
Glyma.01G206200,WGD
Glyma.01G206500,WGD
Glyma.01G206600,WGD
Glyma.01G206700,WGD
Glyma.01G206800,WGD
Glyma.01G207000,WGD
Glyma.01G207100,WGD
Glyma.01G207200,WGD
Glyma.01G207300,WGD
Glyma.01G207400,WGD
Glyma.01G207500,WGD
Glyma.01G207600,WGD
Glyma.01G207700,WGD
Glyma.01G207800,WGD
Glyma.01G207900,WGD
Glyma.01G208000,WGD
Glyma.01G208100,WGD
Glyma.01G208200,WGD
Glyma.01G208300,WGD
Glyma.01G208400,WGD
Glyma.01G208600,WGD
Glyma.01G208700,WGD
Glyma.01G208800,WGD
Glyma.01G208900,WGD
Glyma.01G209000,WGD
Glyma.01G209100,WGD
Glyma.01G209200,WGD
Glyma.01G209500,WGD
Glyma.01G209600,WGD
Glyma.01G209800,WGD
Glyma.01G209900,WGD
Glyma.01G210100,WGD
Glyma.01G210200,WGD
Glyma.01G210300,WGD
Glyma.01G210400,WGD
Glyma.01G210500,WGD
Glyma.01G210600,WGD
Glyma.01G210700,WGD
Glyma.01G210800,WGD
Glyma.01G211000,WGD
Glyma.01G211100,WGD
Glyma.01G211200,WGD
Glyma.01G211300,WGD
Glyma.01G211400,WGD
Glyma.01G211500,WGD
Glyma.01G211700,WGD
Glyma.01G211900,WGD
Glyma.01G212000,WGD
Glyma.01G212100,WGD
Glyma.01G212200,WGD
Glyma.01G212400,WGD
Glyma.01G212500,WGD
Glyma.01G212600,WGD
Glyma.01G212700,WGD
Glyma.01G212800,WGD
Glyma.01G213000,WGD
Glyma.01G213100,WGD
Glyma.01G213200,WGD
Glyma.01G213300,WGD
Glyma.01G213400,WGD
Glyma.01G213500,WGD
Glyma.01G213600,WGD
Glyma.01G213700,WGD
Glyma.01G213800,WGD
Glyma.01G213900,WGD
Glyma.01G214100,WGD
Glyma.01G214200,WGD
Glyma.01G214300,WGD
Glyma.01G214400,WGD
Glyma.01G214500,WGD
Glyma.01G214600,WGD
Glyma.01G214700,WGD
Glyma.01G214800,WGD
Glyma.01G215400,WGD
Glyma.01G215500,WGD
Glyma.01G215600,WGD
Glyma.01G215700,WGD
Glyma.01G215800,WGD
Glyma.01G216000,WGD
Glyma.01G216200,WGD
Glyma.01G216400,WGD
Glyma.01G216500,WGD
Glyma.01G216600,WGD
Glyma.01G216900,WGD
Glyma.01G216933,WGD
Glyma.01G217200,WGD
Glyma.01G217300,WGD
Glyma.01G217400,WGD
Glyma.01G217600,WGD
Glyma.01G217800,WGD
Glyma.01G217900,WGD
Glyma.01G218000,WGD
Glyma.01G218100,WGD
Glyma.01G218200,WGD
Glyma.01G218300,WGD
Glyma.01G218800,WGD
Glyma.01G218900,WGD
Glyma.01G219001,WGD
Glyma.01G219100,WGD
Glyma.01G219200,WGD
Glyma.01G219300,WGD
Glyma.01G219400,WGD
Glyma.01G219600,WGD
Glyma.01G219700,WGD
Glyma.01G219800,WGD
Glyma.01G219900,WGD
Glyma.01G220100,WGD
Glyma.01G220200,WGD
Glyma.01G220300,WGD
Glyma.01G220400,WGD
Glyma.01G220600,WGD
Glyma.01G220700,WGD
Glyma.01G220800,WGD
Glyma.01G220900,WGD
Glyma.01G221000,WGD
Glyma.01G221100,WGD
Glyma.01G221200,WGD
Glyma.01G221300,WGD
Glyma.01G221400,WGD
Glyma.01G221500,WGD
Glyma.01G221600,WGD
Glyma.01G221900,WGD
Glyma.01G222000,WGD
Glyma.01G222100,WGD
Glyma.01G222200,WGD
Glyma.01G222300,WGD
Glyma.01G222400,WGD
Glyma.01G222500,WGD
Glyma.01G222600,WGD
Glyma.01G222700,WGD
Glyma.01G222800,WGD
Glyma.01G223000,WGD
Glyma.01G223100,WGD
Glyma.01G223200,WGD
Glyma.01G223400,WGD
Glyma.01G223500,WGD
Glyma.01G223600,WGD
Glyma.01G223700,WGD
Glyma.01G223800,WGD
Glyma.01G223900,WGD
Glyma.01G224000,WGD
Glyma.01G224100,WGD
Glyma.01G224200,WGD
Glyma.01G224300,WGD
Glyma.01G224400,WGD
Glyma.01G224500,WGD
Glyma.01G224600,WGD
Glyma.01G224700,WGD
Glyma.01G224800,WGD
Glyma.01G224900,WGD
Glyma.01G225000,WGD
Glyma.01G225100,WGD
Glyma.01G225200,WGD
Glyma.01G225300,WGD
Glyma.01G225400,WGD
Glyma.01G225500,WGD
Glyma.01G225600,WGD
Glyma.01G225700,WGD
Glyma.01G225800,WGD
Glyma.01G225900,WGD
Glyma.01G226000,WGD
Glyma.01G226100,WGD
Glyma.01G226200,WGD
Glyma.01G226300,WGD
Glyma.01G226400,WGD
Glyma.01G226502,WGD
Glyma.01G226600,WGD
Glyma.01G226700,WGD
Glyma.01G226800,WGD
Glyma.01G226900,WGD
Glyma.01G227000,WGD
Glyma.01G227100,WGD
Glyma.01G227200,WGD
Glyma.01G227300,WGD
Glyma.01G227400,WGD
Glyma.01G227500,WGD
Glyma.01G227700,WGD
Glyma.01G227800,WGD
Glyma.01G227900,WGD
Glyma.01G228000,WGD
Glyma.01G228100,WGD
Glyma.01G228200,WGD
Glyma.01G228300,WGD
Glyma.01G228400,WGD
Glyma.01G228500,WGD
Glyma.01G228600,WGD
Glyma.01G228700,WGD
Glyma.01G228800,WGD
Glyma.01G228900,WGD
Glyma.01G229000,WGD
Glyma.01G229066,WGD
Glyma.01G229200,WGD
Glyma.01G229300,WGD
Glyma.01G229400,WGD
Glyma.01G229500,WGD
Glyma.01G229600,WGD
Glyma.01G229700,WGD
Glyma.01G229800,WGD
Glyma.01G229900,WGD
Glyma.01G230000,WGD
Glyma.01G230200,WGD
Glyma.01G230400,WGD
Glyma.01G230500,WGD
Glyma.01G230700,WGD
Glyma.01G230800,WGD
Glyma.01G230900,WGD
Glyma.01G231000,WGD
Glyma.01G231300,WGD
Glyma.01G231400,WGD
Glyma.01G231600,WGD
Glyma.01G231700,WGD
Glyma.01G231800,WGD
Glyma.01G232000,WGD
Glyma.01G232100,WGD
Glyma.01G232300,WGD
Glyma.01G232400,WGD
Glyma.01G232500,WGD
Glyma.01G232600,WGD
Glyma.01G232850,WGD
Glyma.01G233000,WGD
Glyma.01G233100,WGD
Glyma.01G233200,WGD
Glyma.01G233300,WGD
Glyma.01G233400,WGD
Glyma.01G233500,WGD
Glyma.01G233600,WGD
Glyma.01G233700,WGD
Glyma.01G233900,WGD
Glyma.01G234000,WGD
Glyma.01G234100,WGD
Glyma.01G234200,WGD
Glyma.01G234300,WGD
Glyma.01G234400,WGD
Glyma.01G234500,WGD
Glyma.01G234600,WGD
Glyma.01G234700,WGD
Glyma.01G234900,WGD
Glyma.01G235000,WGD
Glyma.01G235300,WGD
Glyma.01G235600,WGD
Glyma.01G235700,WGD
Glyma.01G235900,WGD
Glyma.01G236000,WGD
Glyma.01G236100,WGD
Glyma.01G236300,WGD
Glyma.01G236400,WGD
Glyma.01G236500,WGD
Glyma.01G236600,WGD
Glyma.01G236800,WGD
Glyma.01G237000,WGD
Glyma.01G237100,WGD
Glyma.01G237200,WGD
Glyma.01G237300,WGD
Glyma.01G237400,WGD
Glyma.01G237900,WGD
Glyma.01G238000,WGD
Glyma.01G238100,WGD
Glyma.01G238200,WGD
Glyma.01G238400,WGD
Glyma.01G238500,WGD
Glyma.01G238700,WGD
Glyma.01G238800,WGD
Glyma.01G238900,WGD
Glyma.01G239000,WGD
Glyma.01G239200,WGD
Glyma.01G239300,WGD
Glyma.01G239600,WGD
Glyma.01G239700,WGD
Glyma.01G239800,WGD
Glyma.01G239900,WGD
Glyma.01G240100,WGD
Glyma.01G240166,WGD
Glyma.01G240500,WGD
Glyma.01G240700,WGD
Glyma.01G240800,WGD
Glyma.01G240900,WGD
Glyma.01G241000,WGD
Glyma.01G241100,WGD
Glyma.01G241300,WGD
Glyma.01G241550,WGD
Glyma.01G241800,WGD
Glyma.01G242000,WGD
Glyma.01G242100,WGD
Glyma.01G242200,WGD
Glyma.01G242400,WGD
Glyma.01G242500,WGD
Glyma.01G242600,WGD
Glyma.01G242800,WGD
Glyma.01G243200,WGD
Glyma.01G243300,WGD
Glyma.01G243400,WGD
Glyma.01G244500,WGD
Glyma.01G244600,WGD
Glyma.01G245100,WGD
Glyma.01G245500,WGD
Glyma.02G001000,WGD
Glyma.02G001100,WGD
Glyma.02G001400,WGD
Glyma.02G001500,WGD
Glyma.02G001600,WGD
Glyma.02G001700,WGD
Glyma.02G002100,WGD
Glyma.02G002300,WGD
Glyma.02G002500,WGD
Glyma.02G002650,WGD
Glyma.02G002800,WGD
Glyma.02G002900,WGD
Glyma.02G003000,WGD
Glyma.02G003100,WGD
Glyma.02G003200,WGD
Glyma.02G003300,WGD
Glyma.02G003400,WGD
Glyma.02G003600,WGD
Glyma.02G003700,WGD
Glyma.02G003800,WGD
Glyma.02G003900,WGD
Glyma.02G004000,WGD
Glyma.02G004100,WGD
Glyma.02G004200,WGD
Glyma.02G004300,WGD
Glyma.02G004400,WGD
Glyma.02G004600,WGD
Glyma.02G004800,WGD
Glyma.02G005000,WGD
Glyma.02G005100,WGD
Glyma.02G005300,WGD
Glyma.02G005400,WGD
Glyma.02G005500,WGD
Glyma.02G005600,WGD
Glyma.02G005700,WGD
Glyma.02G005800,WGD
Glyma.02G006000,WGD
Glyma.02G006200,WGD
Glyma.02G006300,WGD
Glyma.02G006400,WGD
Glyma.02G006500,WGD
Glyma.02G006600,WGD
Glyma.02G006700,WGD
Glyma.02G006800,WGD
Glyma.02G007000,WGD
Glyma.02G007100,WGD
Glyma.02G007166,WGD
Glyma.02G007300,WGD
Glyma.02G007400,WGD
Glyma.02G007500,WGD
Glyma.02G007600,WGD
Glyma.02G007700,WGD
Glyma.02G007800,WGD
Glyma.02G008000,WGD
Glyma.02G008100,WGD
Glyma.02G008200,WGD
Glyma.02G008300,WGD
Glyma.02G008500,WGD
Glyma.02G008600,WGD
Glyma.02G008800,WGD
Glyma.02G008900,WGD
Glyma.02G009000,WGD
Glyma.02G009100,WGD
Glyma.02G009200,WGD
Glyma.02G009300,WGD
Glyma.02G009500,WGD
Glyma.02G009800,WGD
Glyma.02G010000,WGD
Glyma.02G010100,WGD
Glyma.02G010300,WGD
Glyma.02G010500,WGD
Glyma.02G010600,WGD
Glyma.02G010700,WGD
Glyma.02G010900,WGD
Glyma.02G011100,WGD
Glyma.02G011200,WGD
Glyma.02G011300,WGD
Glyma.02G011400,WGD
Glyma.02G011500,WGD
Glyma.02G011800,WGD
Glyma.02G011900,WGD
Glyma.02G012000,WGD
Glyma.02G012100,WGD
Glyma.02G012300,WGD
Glyma.02G012400,WGD
Glyma.02G012500,WGD
Glyma.02G012700,WGD
Glyma.02G012800,WGD
Glyma.02G012900,WGD
Glyma.02G013000,WGD
Glyma.02G013100,WGD
Glyma.02G013200,WGD
Glyma.02G013300,WGD
Glyma.02G013402,WGD
Glyma.02G013500,WGD
Glyma.02G013600,WGD
Glyma.02G013700,WGD
Glyma.02G013800,WGD
Glyma.02G013900,WGD
Glyma.02G014000,WGD
Glyma.02G014100,WGD
Glyma.02G014200,WGD
Glyma.02G014300,WGD
Glyma.02G014400,WGD
Glyma.02G014500,WGD
Glyma.02G014666,WGD
Glyma.02G014800,WGD
Glyma.02G014900,WGD
Glyma.02G015200,WGD
Glyma.02G015300,WGD
Glyma.02G015500,WGD
Glyma.02G015600,WGD
Glyma.02G015700,WGD
Glyma.02G015900,WGD
Glyma.02G016100,WGD
Glyma.02G016200,WGD
Glyma.02G016400,WGD
Glyma.02G016500,WGD
Glyma.02G016600,WGD
Glyma.02G016700,WGD
Glyma.02G016800,WGD
Glyma.02G016900,WGD
Glyma.02G017100,WGD
Glyma.02G017200,WGD
Glyma.02G017400,WGD
Glyma.02G017500,WGD
Glyma.02G017800,WGD
Glyma.02G017900,WGD
Glyma.02G018000,WGD
Glyma.02G018200,WGD
Glyma.02G018300,WGD
Glyma.02G018450,WGD
Glyma.02G018900,WGD
Glyma.02G019100,WGD
Glyma.02G019200,WGD
Glyma.02G019300,WGD
Glyma.02G019400,WGD
Glyma.02G019500,WGD
Glyma.02G019600,WGD
Glyma.02G019700,WGD
Glyma.02G019800,WGD
Glyma.02G019900,WGD
Glyma.02G020000,WGD
Glyma.02G020200,WGD
Glyma.02G020300,WGD
Glyma.02G020500,WGD
Glyma.02G020600,WGD
Glyma.02G020800,WGD
Glyma.02G020900,WGD
Glyma.02G021400,WGD
Glyma.02G021600,WGD
Glyma.02G021700,WGD
Glyma.02G021900,WGD
Glyma.02G022000,WGD
Glyma.02G022200,WGD
Glyma.02G022300,WGD
Glyma.02G022351,WGD
Glyma.02G022400,WGD
Glyma.02G022500,WGD
Glyma.02G022700,WGD
Glyma.02G022800,WGD
Glyma.02G023000,WGD
Glyma.02G023500,WGD
Glyma.02G023700,WGD
Glyma.02G023800,WGD
Glyma.02G024100,WGD
Glyma.02G024200,WGD
Glyma.02G024500,WGD
Glyma.02G024600,WGD
Glyma.02G024900,WGD
Glyma.02G025000,WGD
Glyma.02G025100,WGD
Glyma.02G025200,WGD
Glyma.02G025300,WGD
Glyma.02G025400,WGD
Glyma.02G025600,WGD
Glyma.02G025700,WGD
Glyma.02G025900,WGD
Glyma.02G026000,WGD
Glyma.02G026300,WGD
Glyma.02G026500,WGD
Glyma.02G026600,WGD
Glyma.02G026700,WGD
Glyma.02G026751,WGD
Glyma.02G026800,WGD
Glyma.02G026900,WGD
Glyma.02G027000,WGD
Glyma.02G027100,WGD
Glyma.02G027200,WGD
Glyma.02G027400,WGD
Glyma.02G027500,WGD
Glyma.02G027600,WGD
Glyma.02G027800,WGD
Glyma.02G028300,WGD
Glyma.02G028700,WGD
Glyma.02G029200,WGD
Glyma.02G029300,WGD
Glyma.02G029400,WGD
Glyma.02G029600,WGD
Glyma.02G029700,WGD
Glyma.02G029750,WGD
Glyma.02G029800,WGD
Glyma.02G029900,WGD
Glyma.02G030100,WGD
Glyma.02G030200,WGD
Glyma.02G030700,WGD
Glyma.02G030800,WGD
Glyma.02G030900,WGD
Glyma.02G031000,WGD
Glyma.02G031300,WGD
Glyma.02G031800,WGD
Glyma.02G031900,WGD
Glyma.02G032100,WGD
Glyma.02G032200,WGD
Glyma.02G032300,WGD
Glyma.02G032400,WGD
Glyma.02G032500,WGD
Glyma.02G032700,WGD
Glyma.02G032800,WGD
Glyma.02G033001,WGD
Glyma.02G033100,WGD
Glyma.02G033200,WGD
Glyma.02G033300,WGD
Glyma.02G033400,WGD
Glyma.02G033500,WGD
Glyma.02G033600,WGD
Glyma.02G033900,WGD
Glyma.02G034000,WGD
Glyma.02G034200,WGD
Glyma.02G034300,WGD
Glyma.02G034400,WGD
Glyma.02G034500,WGD
Glyma.02G034700,WGD
Glyma.02G034800,WGD
Glyma.02G035000,WGD
Glyma.02G035100,WGD
Glyma.02G035200,WGD
Glyma.02G035300,WGD
Glyma.02G035400,WGD
Glyma.02G035501,WGD
Glyma.02G035600,WGD
Glyma.02G035700,WGD
Glyma.02G035800,WGD
Glyma.02G036100,WGD
Glyma.02G036200,WGD
Glyma.02G036300,WGD
Glyma.02G036400,WGD
Glyma.02G036500,WGD
Glyma.02G036700,WGD
Glyma.02G036900,WGD
Glyma.02G037000,WGD
Glyma.02G037100,WGD
Glyma.02G037200,WGD
Glyma.02G037300,WGD
Glyma.02G037400,WGD
Glyma.02G037500,WGD
Glyma.02G037600,WGD
Glyma.02G037700,WGD
Glyma.02G037800,WGD
Glyma.02G038000,WGD
Glyma.02G038100,WGD
Glyma.02G038200,WGD
Glyma.02G038300,WGD
Glyma.02G038400,WGD
Glyma.02G038500,WGD
Glyma.02G038700,WGD
Glyma.02G038800,WGD
Glyma.02G038900,WGD
Glyma.02G039000,WGD
Glyma.02G039100,WGD
Glyma.02G039300,WGD
Glyma.02G039400,WGD
Glyma.02G039500,WGD
Glyma.02G039700,WGD
Glyma.02G040100,WGD
Glyma.02G040200,WGD
Glyma.02G040301,WGD
Glyma.02G040500,WGD
Glyma.02G040600,WGD
Glyma.02G040700,WGD
Glyma.02G040802,WGD
Glyma.02G040900,WGD
Glyma.02G041000,WGD
Glyma.02G041200,WGD
Glyma.02G041300,WGD
Glyma.02G041400,WGD
Glyma.02G041500,WGD
Glyma.02G041700,WGD
Glyma.02G041800,WGD
Glyma.02G041900,WGD
Glyma.02G042000,WGD
Glyma.02G042100,WGD
Glyma.02G042200,WGD
Glyma.02G042300,WGD
Glyma.02G042500,WGD
Glyma.02G042600,WGD
Glyma.02G042700,WGD
Glyma.02G043001,WGD
Glyma.02G043100,WGD
Glyma.02G043200,WGD
Glyma.02G043300,WGD
Glyma.02G043400,WGD
Glyma.02G043800,WGD
Glyma.02G044000,WGD
Glyma.02G044100,WGD
Glyma.02G044300,WGD
Glyma.02G044600,WGD
Glyma.02G044700,WGD
Glyma.02G044800,WGD
Glyma.02G044900,WGD
Glyma.02G045000,WGD
Glyma.02G045200,WGD
Glyma.02G045400,WGD
Glyma.02G045500,WGD
Glyma.02G045600,WGD
Glyma.02G045700,WGD
Glyma.02G045800,WGD
Glyma.02G045900,WGD
Glyma.02G046000,WGD
Glyma.02G046100,WGD
Glyma.02G046200,WGD
Glyma.02G046300,WGD
Glyma.02G046600,WGD
Glyma.02G046700,WGD
Glyma.02G046800,WGD
Glyma.02G046900,WGD
Glyma.02G047000,WGD
Glyma.02G047400,WGD
Glyma.02G047500,WGD
Glyma.02G047600,WGD
Glyma.02G047700,WGD
Glyma.02G047800,WGD
Glyma.02G047900,WGD
Glyma.02G048100,WGD
Glyma.02G048200,WGD
Glyma.02G048300,WGD
Glyma.02G048400,WGD
Glyma.02G048700,WGD
Glyma.02G048800,WGD
Glyma.02G048900,WGD
Glyma.02G049000,WGD
Glyma.02G049100,WGD
Glyma.02G049200,WGD
Glyma.02G049300,WGD
Glyma.02G049400,WGD
Glyma.02G049500,WGD
Glyma.02G049600,WGD
Glyma.02G049800,WGD
Glyma.02G050100,WGD
Glyma.02G050300,WGD
Glyma.02G050400,WGD
Glyma.02G050700,WGD
Glyma.02G051100,WGD
Glyma.02G051300,WGD
Glyma.02G051400,WGD
Glyma.02G051500,WGD
Glyma.02G051600,WGD
Glyma.02G051700,WGD
Glyma.02G051802,WGD
Glyma.02G051900,WGD
Glyma.02G052000,WGD
Glyma.02G052300,WGD
Glyma.02G052400,WGD
Glyma.02G052700,WGD
Glyma.02G052900,WGD
Glyma.02G053100,WGD
Glyma.02G053200,WGD
Glyma.02G053466,WGD
Glyma.02G053800,WGD
Glyma.02G053900,WGD
Glyma.02G054200,WGD
Glyma.02G054400,WGD
Glyma.02G054500,WGD
Glyma.02G054800,WGD
Glyma.02G054900,WGD
Glyma.02G055100,WGD
Glyma.02G055200,WGD
Glyma.02G055300,WGD
Glyma.02G055400,WGD
Glyma.02G055500,WGD
Glyma.02G055800,WGD
Glyma.02G056100,WGD
Glyma.02G056200,WGD
Glyma.02G056400,WGD
Glyma.02G056600,WGD
Glyma.02G056700,WGD
Glyma.02G056800,WGD
Glyma.02G056900,WGD
Glyma.02G057200,WGD
Glyma.02G057300,WGD
Glyma.02G057400,WGD
Glyma.02G057500,WGD
Glyma.02G057700,WGD
Glyma.02G057800,WGD
Glyma.02G057900,WGD
Glyma.02G058000,WGD
Glyma.02G058400,WGD
Glyma.02G058600,WGD
Glyma.02G058700,WGD
Glyma.02G058800,WGD
Glyma.02G058900,WGD
Glyma.02G058950,WGD
Glyma.02G059000,WGD
Glyma.02G059100,WGD
Glyma.02G059200,WGD
Glyma.02G059300,WGD
Glyma.02G059400,WGD
Glyma.02G059500,WGD
Glyma.02G059600,WGD
Glyma.02G059700,WGD
Glyma.02G059800,WGD
Glyma.02G059900,WGD
Glyma.02G060002,WGD
Glyma.02G060102,WGD
Glyma.02G060500,WGD
Glyma.02G060732,WGD
Glyma.02G060800,WGD
Glyma.02G060900,WGD
Glyma.02G061000,WGD
Glyma.02G061100,WGD
Glyma.02G061300,WGD
Glyma.02G061400,WGD
Glyma.02G061500,WGD
Glyma.02G061700,WGD
Glyma.02G062000,WGD
Glyma.02G062200,WGD
Glyma.02G062251,WGD
Glyma.02G062400,WGD
Glyma.02G062600,WGD
Glyma.02G062700,WGD
Glyma.02G062900,WGD
Glyma.02G063000,WGD
Glyma.02G063700,WGD
Glyma.02G063802,WGD
Glyma.02G064500,WGD
Glyma.02G064700,WGD
Glyma.02G064800,WGD
Glyma.02G064900,WGD
Glyma.02G065000,WGD
Glyma.02G065200,WGD
Glyma.02G065300,WGD
Glyma.02G065400,WGD
Glyma.02G065500,WGD
Glyma.02G065801,WGD
Glyma.02G065901,WGD
Glyma.02G066000,WGD
Glyma.02G066100,WGD
Glyma.02G066200,WGD
Glyma.02G066400,WGD
Glyma.02G066600,WGD
Glyma.02G066700,WGD
Glyma.02G066800,WGD
Glyma.02G067000,WGD
Glyma.02G067100,WGD
Glyma.02G067300,WGD
Glyma.02G067500,WGD
Glyma.02G067600,WGD
Glyma.02G067700,WGD
Glyma.02G068000,WGD
Glyma.02G068100,WGD
Glyma.02G068200,WGD
Glyma.02G068300,WGD
Glyma.02G068500,WGD
Glyma.02G068700,WGD
Glyma.02G068800,WGD
